0 0 0 1430217516 383335 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 403259 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 423270 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 443174 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 463275 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 483246 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 503251 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 523229 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 543252 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 563338 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 583322 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 603346 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 623374 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 643361 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 663337 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 683380 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 703367 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 723378 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 743360 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 763361 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 783373 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 803374 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 823411 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 843494 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 863448 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 883475 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 903480 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 923498 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 943491 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 963526 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217516 983481 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217517 3483 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217517 23476 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217517 43490 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217517 63457 0 0 0 1.809 -2.226 0 -1.72991 0 0
0 0 0 1430217517 83482 0 0 0 1.809 -2.226 0 -1.73144 0 0
0 0 0 1430217517 103494 0 0 0 1.809 -2.226 0 -1.73297 0 0
0 0 0 1430217517 123484 0 0 0 1.809 -2.226 0 -1.7345 0 0
0 0 0 1430217517 143489 0 0 0 1.809 -2.226 0 -1.73603 0 0
0 0 0 1430217517 163721 0 0 0 1.809 -2.226 0 -1.73909 0 0
0 0 0 1430217517 183616 0 0 0 1.809 -2.226 0 -1.74215 0 0
0 0 0 1430217517 203606 0 0 0 1.809 -2.226 0 -1.74521 0 0
0 0 0 1430217517 223617 0 0 0 1.809 -2.226 0 -1.74827 0 0
0 0 0 1430217517 243614 0 0 0 1.809 -2.226 0 -1.75286 0 0
0 0 0 1430217517 263618 0 0 0 1.809 -2.226 0 -1.75745 0 0
0 0 0 1430217517 283761 0 0 0 1.809 -2.226 0 -1.76204 0 0
0 0 0 1430217517 303568 0 0 0 1.809 -2.226 0 -1.76663 0 0
0 0 0 1430217517 323714 0 0 0 1.809 -2.226 0 -1.77275 0 0
0 0 0 1430217517 343720 0 0 0 1.809 -2.226 0 -1.77887 0 0
0 0 0 1430217517 363634 0 0 0 1.809 -2.226 0 -1.78499 0 0
0 0 0 1430217517 383752 0 0 0 1.809 -2.226 0 -1.79111 0 0
0 0 0 1430217517 403711 0 0 0 1.809 -2.226 0 -1.79723 0 0
0 0 0 1430217517 423628 0 0 0 1.809 -2.226 0 -1.80488 0 0
0 0 0 1430217517 443753 0 0 0 1.809 -2.226 0 -1.81253 0 0
0 0 0 1430217517 463625 0 0 0 1.809 -2.226 0 -1.82018 0 0
0 0 0 1430217517 483608 0 0 0 1.809 -2.226 0 -1.82783 0 0
0 0 0 1430217517 503763 0 0 0 1.809 -2.226 0 -1.83395 0 0
0 0 0 1430217517 523757 0 0 0 1.809 -2.226 0 -1.8416 0 0
0 0 0 1430217517 543756 0 0 0 1.809 -2.226 0 -1.84925 0 0
0 0 0 1430217517 563723 0 0 0 1.809 -2.226 0 -1.8569 0 0
0 0 0 1430217517 583749 0 0 0 1.809 -2.226 0 -1.86455 0 0
0 0 0 1430217517 603726 0 0 0 1.809 -2.226 0 -1.8722 0 0
0 0 0 1430217517 623741 0 0 0 1.809 -2.226 0 -1.87832 0 0
0 0 0 1430217517 643713 0 0 0 1.809 -2.226 0 -1.88597 0 0
0 0 0 1430217517 663717 0 0 0 1.809 -2.226 0 -1.89362 0 0
0 0 0 1430217517 683761 0 0 0 1.809 -2.226 0 -1.89974 0 0
0 0 0 1430217517 703742 0 0 0 1.809 -2.226 0 -1.90739 0 0
0 0 0 1430217517 723861 0 0 0 1.809 -2.226 0 -1.91504 0 0
0 0 0 1430217517 743856 0 0 0 1.809 -2.226 0 -1.92116 0 0
0 0 0 1430217517 763881 0 0 0 1.809 -2.226 0 -1.92881 0 0
0 0 0 1430217517 783875 0 0 0 1.809 -2.226 0 -1.93646 0 0
0 0 0 1430217517 803850 0 0 0 1.809 -2.226 0 -1.94411 0 0
0 0 0 1430217517 823852 0 0 0 1.809 -2.226 0 -1.95176 0 0
0 0 0 1430217517 843845 0 0 0 1.809 -2.226 0 -1.95941 0 0
0 0 0 1430217517 863850 0 0 0 1.809 -2.226 0 -1.96706 0 0
0 0 0 1430217517 883842 0 0 0 1.809 -2.226 0 -1.97471 0 0
0 0 0 1430217517 903829 0 0 0 1.809 -2.226 0 -1.98236 0 0
